deck_type,num_decks,random_seed,gen_time,file_size,write_time,read_time
DeckStack_bin,10000,147,0 days 00:00:00.087734,0.49591064453125,0:00:00.008998,0:00:00.031793
DeckStack_npy,10000,148,0 days 00:00:00.023369,0.49603271484375,0:00:00.004630,0:00:00.114196
DeckStack_bin,10000,149,0 days 00:00:00.113692,0.49591064453125,0:00:00.006795,0:00:00.037596
DeckStack_npy,10000,150,0 days 00:00:00.020790,0.49603271484375,0:00:00.041155,0:00:00.121591
DeckStack_bin,10000,151,0 days 00:00:00.093528,0.49591064453125,0:00:00,0:00:00.041335
DeckStack_npy,10000,152,0 days 00:00:00.030633,0.49603271484375,0:00:00,0:00:00.118985
DeckStack_bin,10000,153,0 days 00:00:00.285282,0.49591064453125,0:00:00.019353,0:00:00.040402
DeckStack_npy,10000,154,0 days 00:00:00.071161,0.49603271484375,0:00:00.037387,0:00:00.116977
DeckStack_bin,10000,155,0 days 00:00:00.331674,0.49591064453125,0:00:00.045174,0:00:00.042974
DeckStack_npy,10000,156,0 days 00:00:00.063605,0.49603271484375,0:00:00.046184,0:00:00.166988
DeckStack_bin,10000,157,0 days 00:00:00.331414,0.49591064453125,0:00:00.010588,0:00:00.046269
DeckStack_npy,10000,158,0 days 00:00:00.070316,0.49603271484375,0:00:00.037018,0:00:00.122489
DeckStack_bin,10000,159,0 days 00:00:00.341825,0.49591064453125,0:00:00.014234,0:00:00.046726
DeckStack_npy,10000,160,0 days 00:00:00.063549,0.49603271484375,0:00:00.048476,0:00:00.106058
DeckStack_bin,10000,161,0 days 00:00:00.349813,0.49591064453125,0:00:00.016416,0:00:00.040467
DeckStack_npy,10000,162,0 days 00:00:00.064746,0.49603271484375,0:00:00.041240,0:00:00.120691
DeckStack_bin,10000,163,0 days 00:00:00.319331,0.49591064453125,0:00:00.015860,0:00:00.040086
DeckStack_npy,10000,164,0 days 00:00:00.077336,0.49603271484375,0:00:00.038408,0:00:00.120719
DeckStack_bin,10000,165,0 days 00:00:00.331315,0.49591064453125,0:00:00.023585,0:00:00.049566
DeckStack_npy,10000,166,0 days 00:00:00.067359,0.49603271484375,0:00:00.038562,0:00:00.106230
DeckStack_bin,10000,167,0 days 00:00:00.306414,0.49591064453125,0:00:00.016312,0:00:00.032051
DeckStack_npy,10000,168,0 days 00:00:00.067524,0.49603271484375,0:00:00.037980,0:00:00.095164
DeckStack_bin,10000,169,0 days 00:00:00.321256,0.49591064453125,0:00:00.013518,0:00:00.031780
DeckStack_npy,10000,170,0 days 00:00:00.052717,0.49603271484375,0:00:00.043027,0:00:00.162398
DeckStack_bin,10000,171,0 days 00:00:00.339078,0.49591064453125,0:00:00.010950,0:00:00.049232
DeckStack_npy,10000,172,0 days 00:00:00.063846,0.49603271484375,0:00:00.050469,0:00:00.113368
DeckStack_bin,10000,173,0 days 00:00:00.321940,0.49591064453125,0:00:00.020697,0:00:00.032951
DeckStack_npy,10000,174,0 days 00:00:00.060727,0.49603271484375,0:00:00,0:00:00.111348
DeckStack_bin,10000,175,0 days 00:00:00.314155,0.49591064453125,0:00:00.020974,0:00:00.075304
DeckStack_npy,10000,176,0 days 00:00:00.058558,0.49603271484375,0:00:00.039919,0:00:00.050656
DeckStack_bin,10000,177,0 days 00:00:00.337268,0.49591064453125,0:00:00.015884,0:00:00.047435
DeckStack_npy,10000,178,0 days 00:00:00.060983,0.49603271484375,0:00:00.048369,0:00:00.159067
DeckStack_bin,10000,179,0 days 00:00:00.364712,0.49591064453125,0:00:00.018392,0:00:00.034921
DeckStack_npy,10000,180,0 days 00:00:00.062542,0.49603271484375,0:00:00.038236,0:00:00.137198
DeckStack_bin,10000,181,0 days 00:00:00.343009,0.49591064453125,0:00:00.011604,0:00:00.045822
DeckStack_npy,10000,182,0 days 00:00:00.070352,0.49603271484375,0:00:00.043001,0:00:00.162890
DeckStack_bin,10000,183,0 days 00:00:00.444575,0.49591064453125,0:00:00.025233,0:00:00.028627
DeckStack_npy,10000,184,0 days 00:00:00.068475,0.49603271484375,0:00:00.038289,0:00:00.169767
DeckStack_bin,10000,185,0 days 00:00:00.330276,0.49591064453125,0:00:00.017679,0:00:00.045511
DeckStack_npy,10000,186,0 days 00:00:00.055600,0.49603271484375,0:00:00,0:00:00.176582
DeckStack_bin,10000,187,0 days 00:00:00.355193,0.49591064453125,0:00:00.026386,0:00:00.020310
DeckStack_npy,10000,188,0 days 00:00:00.061330,0.49603271484375,0:00:00.037691,0:00:00.124143
DeckStack_bin,10000,189,0 days 00:00:00.320024,0.49591064453125,0:00:00.013433,0:00:00.041664
DeckStack_npy,10000,190,0 days 00:00:00.069459,0.49603271484375,0:00:00.042450,0:00:00.104377
DeckStack_bin,10000,191,0 days 00:00:00.340696,0.49591064453125,0:00:00.016608,0:00:00.035045
DeckStack_npy,10000,192,0 days 00:00:00.045812,0.49603271484375,0:00:00,0:00:00.099565
DeckStack_bin,10000,193,0 days 00:00:00.319228,0.49591064453125,0:00:00.008301,0:00:00.047401
DeckStack_npy,10000,194,0 days 00:00:00.064073,0.49603271484375,0:00:00.036645,0:00:00.427611
DeckStack_bin,10000,195,0 days 00:00:00.315809,0.49591064453125,0:00:00.012680,0:00:00.048193
DeckStack_npy,10000,196,0 days 00:00:00.066597,0.49603271484375,0:00:00.039357,0:00:00.287055
DeckStack_bin,10000,197,0 days 00:00:00.328318,0.49591064453125,0:00:00.049610,0:00:00.024328
DeckStack_npy,10000,198,0 days 00:00:00.071001,0.49603271484375,0:00:00.038858,0:00:00.166031
