score_type,score_time
ScoringDeck,0 days 00:00:00.578029
ScoringDeck,0 days 00:00:00.662692
ScoringDeck,0 days 00:00:00.637274
ScoringDeck,0 days 00:00:00.577184
ScoringDeck,0 days 00:00:00.575419
ScoringDeck,0 days 00:00:00.580458
ScoringDeck,0 days 00:00:00.558655
ScoringDeck,0 days 00:00:00.528440
ScoringDeck,0 days 00:00:00.521930
ScoringDeck,0 days 00:00:00.490559
ScoringDeck,0 days 00:00:00.526051
ScoringDeck,0 days 00:00:00.548799
ScoringDeck,0 days 00:00:00.585527
ScoringDeck,0 days 00:00:00.528209
ScoringDeck,0 days 00:00:00.536740
ScoringDeck,0 days 00:00:00.519877
ScoringDeck,0 days 00:00:00.528946
ScoringDeck,0 days 00:00:00.550874
ScoringDeck,0 days 00:00:00.548051
ScoringDeck,0 days 00:00:00.520948
ScoringDeck,0 days 00:00:00.550650
ScoringDeck,0 days 00:00:00.607159
ScoringDeck,0 days 00:00:00.545577
ScoringDeck,0 days 00:00:00.566660
ScoringDeck,0 days 00:00:00.586148
ScoringDeck,0 days 00:00:00.524661
ScoringDeck,0 days 00:00:00.524884
ScoringDeck,0 days 00:00:00.535686
ScoringDeck,0 days 00:00:00.507577
ScoringDeck,0 days 00:00:00.581916
ScoringDeck,0 days 00:00:00.573847
ScoringDeck,0 days 00:00:00.594097
ScoringDeck,0 days 00:00:00.580459
ScoringDeck,0 days 00:00:00.571189
ScoringDeck,0 days 00:00:00.517502
ScoringDeck,0 days 00:00:00.590530
ScoringDeck,0 days 00:00:00.585064
ScoringDeck,0 days 00:00:00.566075
ScoringDeck,0 days 00:00:00.519734
ScoringDeck,0 days 00:00:00.493963
ScoringDeck,0 days 00:00:00.519066
ScoringDeck,0 days 00:00:00.534151
ScoringDeck,0 days 00:00:00.530481
ScoringDeck,0 days 00:00:00.522218
ScoringDeck,0 days 00:00:00.574207
ScoringDeck,0 days 00:00:00.538441
ScoringDeck,0 days 00:00:00.471166
ScoringDeck,0 days 00:00:00.551197
ScoringDeck,0 days 00:00:00.415058
ScoringDeck,0 days 00:00:00.446941
ScoringDeck,0 days 00:00:00.477591
ScoringDeck,0 days 00:00:00.513841
ScoringDeck,0 days 00:00:00.505194
ScoringDeck,0 days 00:00:00.537189
ScoringDeck,0 days 00:00:00.487028
ScoringDeck,0 days 00:00:00.496439
ScoringDeck,0 days 00:00:00.477893
ScoringDeck,0 days 00:00:00.508793
ScoringDeck,0 days 00:00:00.555878
ScoringDeck,0 days 00:00:00.488536
ScoringDeck,0 days 00:00:00.537111
ScoringDeck,0 days 00:00:00.471911
ScoringDeck,0 days 00:00:00.496655
ScoringDeck,0 days 00:00:00.480778
ScoringDeck,0 days 00:00:00.490876
ScoringDeck,0 days 00:00:00.528988
ScoringDeck,0 days 00:00:00.536008
ScoringDeck,0 days 00:00:00.475709
ScoringDeck,0 days 00:00:00.483117
ScoringDeck,0 days 00:00:00.557067
ScoringDeck,0 days 00:00:00.524942
ScoringDeck,0 days 00:00:00.566086
ScoringDeck,0 days 00:00:00.483465
ScoringDeck,0 days 00:00:00.484108
ScoringDeck,0 days 00:00:00.506398
ScoringDeck,0 days 00:00:00.493180
ScoringDeck,0 days 00:00:00.472202
ScoringDeck,0 days 00:00:00.476778
ScoringDeck,0 days 00:00:00.496015
ScoringDeck,0 days 00:00:00.489489
ScoringDeck,0 days 00:00:00.484148
ScoringDeck,0 days 00:00:00.460038
ScoringDeck,0 days 00:00:00.511368
ScoringDeck,0 days 00:00:00.533694
ScoringDeck,0 days 00:00:00.519590
ScoringDeck,0 days 00:00:00.499522
ScoringDeck,0 days 00:00:00.491933
ScoringDeck,0 days 00:00:00.464531
ScoringDeck,0 days 00:00:00.485031
ScoringDeck,0 days 00:00:00.491336
ScoringDeck,0 days 00:00:00.491686
ScoringDeck,0 days 00:00:00.510536
ScoringDeck,0 days 00:00:00.516010
ScoringDeck,0 days 00:00:00.492107
ScoringDeck,0 days 00:00:00.500641
ScoringDeck,0 days 00:00:00.469161
ScoringDeck,0 days 00:00:00.456800
ScoringDeck,0 days 00:00:00.523239
ScoringDeck,0 days 00:00:00.562978
ScoringDeck,0 days 00:00:00.511585
ScoringDeck,0 days 00:00:00.546936
ScoringDeck,0 days 00:00:00.582155
ScoringDeck,0 days 00:00:00.552173
ScoringDeck,0 days 00:00:00.533209
ScoringDeck,0 days 00:00:00.505873
ScoringDeck,0 days 00:00:00.532609
ScoringDeck,0 days 00:00:00.764341
ScoringDeck,0 days 00:00:00.480161
ScoringDeck,0 days 00:00:00.501394
ScoringDeck,0 days 00:00:00.487091
ScoringDeck,0 days 00:00:00.446979
ScoringDeck,0 days 00:00:00.453116
ScoringDeck,0 days 00:00:00.460526
ScoringDeck,0 days 00:00:00.458298
ScoringDeck,0 days 00:00:00.477744
ScoringDeck,0 days 00:00:00.541476
ScoringDeck,0 days 00:00:00.508416
ScoringDeck,0 days 00:00:00.468490
ScoringDeck,0 days 00:00:00.459928
ScoringDeck,0 days 00:00:00.458973
ScoringDeck,0 days 00:00:00.445101
ScoringDeck,0 days 00:00:00.444971
ScoringDeck,0 days 00:00:00.488958
ScoringDeck,0 days 00:00:00.452262
ScoringDeck,0 days 00:00:00.523837
ScoringDeck,0 days 00:00:00.475734
ScoringDeck,0 days 00:00:00.493274
ScoringDeck,0 days 00:00:00.490557
ScoringDeck,0 days 00:00:00.441710
ScoringDeck,0 days 00:00:00.489198
ScoringDeck,0 days 00:00:00.433900
ScoringDeck,0 days 00:00:00.457201
ScoringDeck,0 days 00:00:00.445405
ScoringDeck,0 days 00:00:00.456097
ScoringDeck,0 days 00:00:00.456513
ScoringDeck,0 days 00:00:00.490763
ScoringDeck,0 days 00:00:00.617746
ScoringDeck,0 days 00:00:00.613706
ScoringDeck,0 days 00:00:00.539674
ScoringDeck,0 days 00:00:00.506853
ScoringDeck,0 days 00:00:00.472954
ScoringDeck,0 days 00:00:00.497217
ScoringDeck,0 days 00:00:00.613090
ScoringDeck,0 days 00:00:00.634574
ScoringDeck,0 days 00:00:00.489756
ScoringDeck,0 days 00:00:00.515930
ScoringDeck,0 days 00:00:00.509516
ScoringDeck,0 days 00:00:00.538396
ScoringDeck,0 days 00:00:00.665185
ScoringDeck,0 days 00:00:00.510981
ScoringDeck,0 days 00:00:00.585904
ScoringDeck,0 days 00:00:01.065304
ScoringDeck,0 days 00:00:01.173897
ScoringDeck,0 days 00:00:01.105007
ScoringDeck,0 days 00:00:01.126097
ScoringDeck,0 days 00:00:00.988475
ScoringDeck,0 days 00:00:01.015056
ScoringDeck,0 days 00:00:00.963482
ScoringDeck,0 days 00:00:00.950099
ScoringDeck,0 days 00:00:01.031849
ScoringDeck,0 days 00:00:01.029890
ScoringDeck,0 days 00:00:00.912802
ScoringDeck,0 days 00:00:00.977976
ScoringDeck,0 days 00:00:00.974019
ScoringDeck,0 days 00:00:01.011893
ScoringDeck,0 days 00:00:01.020544
ScoringDeck,0 days 00:00:01.027206
ScoringDeck,0 days 00:00:00.963094
ScoringDeck,0 days 00:00:00.967815
ScoringDeck,0 days 00:00:00.987257
ScoringDeck,0 days 00:00:01.089055
ScoringDeck,0 days 00:00:01.068085
ScoringDeck,0 days 00:00:01.043468
ScoringDeck,0 days 00:00:01.022048
ScoringDeck,0 days 00:00:01.057195
ScoringDeck,0 days 00:00:00.987451
ScoringDeck,0 days 00:00:01.085359
ScoringDeck,0 days 00:00:01.032619
ScoringDeck,0 days 00:00:01.044804
ScoringDeck,0 days 00:00:01.063517
ScoringDeck,0 days 00:00:01.101292
ScoringDeck,0 days 00:00:01.131538
ScoringDeck,0 days 00:00:01.114027
ScoringDeck,0 days 00:00:01.034819
ScoringDeck,0 days 00:00:01.004928
ScoringDeck,0 days 00:00:01.029502
ScoringDeck,0 days 00:00:01.062615
ScoringDeck,0 days 00:00:01.137598
ScoringDeck,0 days 00:00:01.166675
ScoringDeck,0 days 00:00:01.084606
ScoringDeck,0 days 00:00:01.191104
ScoringDeck,0 days 00:00:01.052191
ScoringDeck,0 days 00:00:00.916218
ScoringDeck,0 days 00:00:00.983127
ScoringDeck,0 days 00:00:01.021579
ScoringDeck,0 days 00:00:00.975742
ScoringDeck,0 days 00:00:01.042908
ScoringDeck,0 days 00:00:00.976827
ScoringDeck,0 days 00:00:01.008290
ScoringDeck,0 days 00:00:01.065912
ScoringDeck,0 days 00:00:01.014163
ScoringDeck,0 days 00:00:01.018360
ScoringDeck,0 days 00:00:00.974741
ScoringDeck,0 days 00:00:01.009994
ScoringDeck,0 days 00:00:00.996987
ScoringDeck,0 days 00:00:01.002566
ScoringDeck,0 days 00:00:00.985287
ScoringDeck,0 days 00:00:01.046471
ScoringDeck,0 days 00:00:00.942290
ScoringDeck,0 days 00:00:00.990160
ScoringDeck,0 days 00:00:00.942979
ScoringDeck,0 days 00:00:00.948603
ScoringDeck,0 days 00:00:00.976990
ScoringDeck,0 days 00:00:00.994336
ScoringDeck,0 days 00:00:01.029427
ScoringDeck,0 days 00:00:00.982934
ScoringDeck,0 days 00:00:01.030887
ScoringDeck,0 days 00:00:01.004996
ScoringDeck,0 days 00:00:00.915848
ScoringDeck,0 days 00:00:01.020574
ScoringDeck,0 days 00:00:01.034750
ScoringDeck,0 days 00:00:00.983920
ScoringDeck,0 days 00:00:00.925939
ScoringDeck,0 days 00:00:01.054542
ScoringDeck,0 days 00:00:01.016103
ScoringDeck,0 days 00:00:00.967624
ScoringDeck,0 days 00:00:00.545144
ScoringDeck,0 days 00:00:00.518174
ScoringDeck,0 days 00:00:00.500869
ScoringDeck,0 days 00:00:00.528848
ScoringDeck,0 days 00:00:00.502451
ScoringDeck,0 days 00:00:00.548295
ScoringDeck,0 days 00:00:00.474693
ScoringDeck,0 days 00:00:00.474443
ScoringDeck,0 days 00:00:00.530682
ScoringDeck,0 days 00:00:00.488350
ScoringDeck,0 days 00:00:00.476054
ScoringDeck,0 days 00:00:00.511764
ScoringDeck,0 days 00:00:00.534056
ScoringDeck,0 days 00:00:00.487227
ScoringDeck,0 days 00:00:00.445707
ScoringDeck,0 days 00:00:00.494811
ScoringDeck,0 days 00:00:00.497919
ScoringDeck,0 days 00:00:00.533910
ScoringDeck,0 days 00:00:00.614031
ScoringDeck,0 days 00:00:00.604592
ScoringDeck,0 days 00:00:00.635336
ScoringDeck,0 days 00:00:00.468058
ScoringDeck,0 days 00:00:00.626647
ScoringDeck,0 days 00:00:00.643902
ScoringDeck,0 days 00:00:00.617928
ScoringDeck,0 days 00:00:00.562235
ScoringDeck,0 days 00:00:00.546916
ScoringDeck,0 days 00:00:00.519403
ScoringDeck,0 days 00:00:00.647455
ScoringDeck,0 days 00:00:00.597813
ScoringDeck,0 days 00:00:00.543687
ScoringDeck,0 days 00:00:00.471541
ScoringDeck,0 days 00:00:00.552979
ScoringDeck,0 days 00:00:00.573423
ScoringDeck,0 days 00:00:00.616606
ScoringDeck,0 days 00:00:00.662012
ScoringDeck,0 days 00:00:00.474163
ScoringDeck,0 days 00:00:00.503879
ScoringDeck,0 days 00:00:00.530496
ScoringDeck,0 days 00:00:00.521250
ScoringDeck,0 days 00:00:00.514449
ScoringDeck,0 days 00:00:00.511255
ScoringDeck,0 days 00:00:00.524712
ScoringDeck,0 days 00:00:00.536117
ScoringDeck,0 days 00:00:00.641799
ScoringDeck,0 days 00:00:00.614089
ScoringDeck,0 days 00:00:00.619859
ScoringDeck,0 days 00:00:00.598781
ScoringDeck,0 days 00:00:00.636107
ScoringDeck,0 days 00:00:00.555541
ScoringDeck,0 days 00:00:00.578246
ScoringDeck,0 days 00:00:00.653286
ScoringDeck,0 days 00:00:00.627654
ScoringDeck,0 days 00:00:00.592858
ScoringDeck,0 days 00:00:00.631940
ScoringDeck,0 days 00:00:00.628393
ScoringDeck,0 days 00:00:00.624805
ScoringDeck,0 days 00:00:00.683965
ScoringDeck,0 days 00:00:00.640638
ScoringDeck,0 days 00:00:00.586546
ScoringDeck,0 days 00:00:00.613551
ScoringDeck,0 days 00:00:00.557969
ScoringDeck,0 days 00:00:00.536628
ScoringDeck,0 days 00:00:00.606319
ScoringDeck,0 days 00:00:00.547708
ScoringDeck,0 days 00:00:00.492535
ScoringDeck,0 days 00:00:00.519072
ScoringDeck,0 days 00:00:00.638330
ScoringDeck,0 days 00:00:00.675701
ScoringDeck,0 days 00:00:00.679396
ScoringDeck,0 days 00:00:00.633112
ScoringDeck,0 days 00:00:00.590125
ScoringDeck,0 days 00:00:00.626484
ScoringDeck,0 days 00:00:00.515814
ScoringDeck,0 days 00:00:00.562668
ScoringDeck,0 days 00:00:00.630377
ScoringDeck,0 days 00:00:00.571738
ScoringDeck,0 days 00:00:00.599215
ScoringDeck,0 days 00:00:00.629227
ScoringDeck,0 days 00:00:00.536783
ScoringDeck,0 days 00:00:00.513798
ScoringDeck,0 days 00:00:00.521083
ScoringDeck,0 days 00:00:00.593421
ScoringDeck,0 days 00:00:00.656014
ScoringDeck,0 days 00:00:00.716574
ScoringDeck,0 days 00:00:00.595747
ScoringDeck,0 days 00:00:00.539983
ScoringDeck,0 days 00:00:00.620663
ScoringDeck,0 days 00:00:00.543396
ScoringDeck,0 days 00:00:00.568365
ScoringDeck,0 days 00:00:00.591358
ScoringDeck,0 days 00:00:00.573730
ScoringDeck,0 days 00:00:00.588592
ScoringDeck,0 days 00:00:00.675422
ScoringDeck,0 days 00:00:00.550771
ScoringDeck,0 days 00:00:00.542539
ScoringDeck,0 days 00:00:00.508908
ScoringDeck,0 days 00:00:00.587506
ScoringDeck,0 days 00:00:00.589639
ScoringDeck,0 days 00:00:00.503807
ScoringDeck,0 days 00:00:00.492409
ScoringDeck,0 days 00:00:00.541855
ScoringDeck,0 days 00:00:00.556746
ScoringDeck,0 days 00:00:00.540242
ScoringDeck,0 days 00:00:00.726112
ScoringDeck,0 days 00:00:00.679800
ScoringDeck,0 days 00:00:00.594783
ScoringDeck,0 days 00:00:00.583378
ScoringDeck,0 days 00:00:00.566030
ScoringDeck,0 days 00:00:00.554095
ScoringDeckPd,0 days 00:00:00.031370
ScoringDeckPd,0 days 00:00:00.027507
ScoringDeckPd,0 days 00:00:00.028516
ScoringDeckPd,0 days 00:00:00.035008
ScoringDeckPd,0 days 00:00:00.015686
ScoringDeckPd,0 days 00:00:00.026019
ScoringDeckPd,0 days 00:00:00.027742
ScoringDeckPd,0 days 00:00:00.027154
ScoringDeckPd,0 days 00:00:00.026845
ScoringDeckPd,0 days 00:00:00.016453
ScoringDeckPd,0 days 00:00:00.018956
ScoringDeckPd,0 days 00:00:00.024763
ScoringDeckPd,0 days 00:00:00.026142
ScoringDeckPd,0 days 00:00:00.016778
ScoringDeckPd,0 days 00:00:00.019608
ScoringDeckPd,0 days 00:00:00.020542
ScoringDeckPd,0 days 00:00:00.020497
ScoringDeckPd,0 days 00:00:00.020621
ScoringDeckPd,0 days 00:00:00.016651
ScoringDeckPd,0 days 00:00:00.020292
ScoringDeckPd,0 days 00:00:00.022329
ScoringDeckPd,0 days 00:00:00.015992
ScoringDeckPd,0 days 00:00:00.022726
ScoringDeckPd,0 days 00:00:00.030171
ScoringDeckPd,0 days 00:00:00.027297
ScoringDeckPd,0 days 00:00:00.010492
ScoringDeckPd,0 days 00:00:00.017027
ScoringDeckPd,0 days 00:00:00.031679
ScoringDeckPd,0 days 00:00:00.033699
ScoringDeckPd,0 days 00:00:00.014100
ScoringDeckPd,0 days 00:00:00.033125
ScoringDeckPd,0 days 00:00:00.021724
ScoringDeckPd,0 days 00:00:00.023336
ScoringDeckPd,0 days 00:00:00.009966
ScoringDeckPd,0 days 00:00:00.016132
ScoringDeckPd,0 days 00:00:00.031698
ScoringDeckPd,0 days 00:00:00.022480
ScoringDeckPd,0 days 00:00:00.025983
ScoringDeckPd,0 days 00:00:00.011522
ScoringDeckPd,0 days 00:00:00.029126
ScoringDeckPd,0 days 00:00:00.029775
ScoringDeckPd,0 days 00:00:00.015810
ScoringDeckPd,0 days 00:00:00.015302
ScoringDeckPd,0 days 00:00:00.019945
ScoringDeckPd,0 days 00:00:00.026515
ScoringDeckPd,0 days 00:00:00.019443
ScoringDeckPd,0 days 00:00:00.008979
ScoringDeckPd,0 days 00:00:00.013899
ScoringDeckPd,0 days 00:00:00.020632
ScoringDeckPd,0 days 00:00:00.007383
ScoringDeckPd,0 days 00:00:00.031611
ScoringDeckPd,0 days 00:00:00.029668
ScoringDeckPd,0 days 00:00:00.016981
ScoringDeckPd,0 days 00:00:00.016457
ScoringDeckPd,0 days 00:00:00.016354
ScoringDeckPd,0 days 00:00:00.022975
ScoringDeckPd,0 days 00:00:00.032852
ScoringDeckPd,0 days 00:00:00.034078
ScoringDeckPd,0 days 00:00:00.024773
ScoringDeckPd,0 days 00:00:00.023750
ScoringDeckPd,0 days 00:00:00.014494
ScoringDeckPd,0 days 00:00:00.025894
ScoringDeckPd,0 days 00:00:00.021228
ScoringDeckPd,0 days 00:00:00.025478
ScoringDeckPd,0 days 00:00:00.022564
ScoringDeckPd,0 days 00:00:00.017208
ScoringDeckPd,0 days 00:00:00.031767
ScoringDeckPd,0 days 00:00:00.022942
ScoringDeckPd,0 days 00:00:00.025467
ScoringDeckPd,0 days 00:00:00.016420
ScoringDeckPd,0 days 00:00:00.021457
ScoringDeckPd,0 days 00:00:00.005782
ScoringDeckPd,0 days 00:00:00.009524
ScoringDeckPd,0 days 00:00:00.024425
ScoringDeckPd,0 days 00:00:00.018718
ScoringDeckPd,0 days 00:00:00.018958
ScoringDeckPd,0 days 00:00:00.021102
ScoringDeckPd,0 days 00:00:00.016630
ScoringDeckPd,0 days 00:00:00.018162
ScoringDeckPd,0 days 00:00:00.014719
ScoringDeckPd,0 days 00:00:00.024682
ScoringDeckPd,0 days 00:00:00.024235
ScoringDeckPd,0 days 00:00:00.063427
ScoringDeckPd,0 days 00:00:00.031142
ScoringDeckPd,0 days 00:00:00.029984
ScoringDeckPd,0 days 00:00:00.017705
ScoringDeckPd,0 days 00:00:00.015867
ScoringDeckPd,0 days 00:00:00.030170
ScoringDeckPd,0 days 00:00:00.032411
ScoringDeckPd,0 days 00:00:00.016140
ScoringDeckPd,0 days 00:00:00.015901
ScoringDeckPd,0 days 00:00:00.015930
ScoringDeckPd,0 days 00:00:00.017745
ScoringDeckPd,0 days 00:00:00.021683
ScoringDeckPd,0 days 00:00:00.024393
ScoringDeckPd,0 days 00:00:00.022965
ScoringDeckPd,0 days 00:00:00.024115
ScoringDeckPd,0 days 00:00:00.015710
ScoringDeckPd,0 days 00:00:00.015986
ScoringDeckPd,0 days 00:00:00.033025
ScoringDeckPd,0 days 00:00:00.025080
ScoringDeckPd,0 days 00:00:00.016233
ScoringDeckPd,0 days 00:00:00.014040
ScoringDeckPd,0 days 00:00:00.015463
ScoringDeckPd,0 days 00:00:00.016447
ScoringDeckPd,0 days 00:00:00.034194
ScoringDeckPd,0 days 00:00:00.034742
ScoringDeckPd,0 days 00:00:00.036570
ScoringDeckPd,0 days 00:00:00.024008
ScoringDeckPd,0 days 00:00:00.021657
ScoringDeckPd,0 days 00:00:00.023480
ScoringDeckPd,0 days 00:00:00.026572
ScoringDeckPd,0 days 00:00:00.017670
ScoringDeckPd,0 days 00:00:00.021037
ScoringDeckPd,0 days 00:00:00.029937
ScoringDeckPd,0 days 00:00:00.016047
ScoringDeckPd,0 days 00:00:00.020584
ScoringDeckPd,0 days 00:00:00.018092
ScoringDeckPd,0 days 00:00:00.020421
ScoringDeckPd,0 days 00:00:00.023697
ScoringDeckPd,0 days 00:00:00.027770
ScoringDeckPd,0 days 00:00:00.027068
ScoringDeckPd,0 days 00:00:00.015798
ScoringDeckPd,0 days 00:00:00.031767
ScoringDeckPd,0 days 00:00:00.020626
ScoringDeckPd,0 days 00:00:00.023799
ScoringDeckPd,0 days 00:00:00.024836
ScoringDeckPd,0 days 00:00:00.016087
ScoringDeckPd,0 days 00:00:00.007855
ScoringDeckPd,0 days 00:00:00.015665
ScoringDeckPd,0 days 00:00:00.022482
ScoringDeckPd,0 days 00:00:00.020819
ScoringDeckPd,0 days 00:00:00.024216
ScoringDeckPd,0 days 00:00:00.013158
ScoringDeckPd,0 days 00:00:00.015774
ScoringDeckPd,0 days 00:00:00.006831
ScoringDeckPd,0 days 00:00:00.025801
ScoringDeckPd,0 days 00:00:00.022619
ScoringDeckPd,0 days 00:00:00.018069
ScoringDeckPd,0 days 00:00:00.024177
ScoringDeckPd,0 days 00:00:00.008537
ScoringDeckPd,0 days 00:00:00.024790
ScoringDeckPd,0 days 00:00:00.016176
ScoringDeckPd,0 days 00:00:00.021786
ScoringDeckPd,0 days 00:00:00.023641
ScoringDeckPd,0 days 00:00:00.011053
ScoringDeckPd,0 days 00:00:00.016096
ScoringDeckPd,0 days 00:00:00.029467
ScoringDeckPd,0 days 00:00:00.023592
ScoringDeckPd,0 days 00:00:00.024821
ScoringDeckPd,0 days 00:00:00.010457
ScoringDeckPd,0 days 00:00:00.008844
ScoringDeckPd,0 days 00:00:00.022575
ScoringDeckPd,0 days 00:00:00.022156
ScoringDeckPd,0 days 00:00:00.016735
ScoringDeckPd,0 days 00:00:00.015867
ScoringDeckPd,0 days 00:00:00.012075
ScoringDeckPd,0 days 00:00:00.011045
ScoringDeckPd,0 days 00:00:00.017213
ScoringDeckPd,0 days 00:00:00.023725
ScoringDeckPd,0 days 00:00:00.023699
ScoringDeckPd,0 days 00:00:00.031862
ScoringDeckPd,0 days 00:00:00.025780
ScoringDeckPd,0 days 00:00:00.051895
ScoringDeckPd,0 days 00:00:00.021742
ScoringDeckPd,0 days 00:00:00.019027
ScoringDeckPd,0 days 00:00:00.014664
ScoringDeckPd,0 days 00:00:00.021729
ScoringDeckPd,0 days 00:00:00.022116
ScoringDeckPd,0 days 00:00:00.030812
ScoringDeckPd,0 days 00:00:00.016166
ScoringDeckPd,0 days 00:00:00.036590
ScoringDeckPd,0 days 00:00:00.032529
ScoringDeckPd,0 days 00:00:00.022027
ScoringDeckPd,0 days 00:00:00.017439
ScoringDeckPd,0 days 00:00:00.019608
ScoringDeckPd,0 days 00:00:00.021582
ScoringDeckPd,0 days 00:00:00.033226
ScoringDeckPd,0 days 00:00:00.026510
ScoringDeckPd,0 days 00:00:00.019797
ScoringDeckPd,0 days 00:00:00.025875
ScoringDeckPd,0 days 00:00:00.017059
ScoringDeckPd,0 days 00:00:00.020820
ScoringDeckPd,0 days 00:00:00.024288
ScoringDeckPd,0 days 00:00:00.009987
ScoringDeckPd,0 days 00:00:00.021795
ScoringDeckPd,0 days 00:00:00.020940
ScoringDeckPd,0 days 00:00:00.022470
ScoringDeckPd,0 days 00:00:00.016681
ScoringDeckPd,0 days 00:00:00.016256
ScoringDeckPd,0 days 00:00:00.023880
ScoringDeckPd,0 days 00:00:00.030682
ScoringDeckPd,0 days 00:00:00.024256
ScoringDeckPd,0 days 00:00:00.026473
ScoringDeckPd,0 days 00:00:00.026812
ScoringDeckPd,0 days 00:00:00.034514
ScoringDeckPd,0 days 00:00:00.030549
ScoringDeckPd,0 days 00:00:00.022875
ScoringDeckPd,0 days 00:00:00.027611
ScoringDeckPd,0 days 00:00:00.028304
ScoringDeckPd,0 days 00:00:00.027985
ScoringDeckPd,0 days 00:00:00.023310
ScoringDeckPd,0 days 00:00:00.015781
ScoringDeckPd,0 days 00:00:00.021853
ScoringDeckPd,0 days 00:00:00.022099
ScoringDeckPd,0 days 00:00:00.024434
ScoringDeckPd,0 days 00:00:00.021778
ScoringDeckPd,0 days 00:00:00.019432
ScoringDeckPd,0 days 00:00:00.022378
ScoringDeckPd,0 days 00:00:00.021686
ScoringDeckPd,0 days 00:00:00.022279
ScoringDeckPd,0 days 00:00:00.012125
ScoringDeckPd,0 days 00:00:00.016685
ScoringDeckPd,0 days 00:00:00.016654
ScoringDeckPd,0 days 00:00:00.016779
ScoringDeckPd,0 days 00:00:00.025013
ScoringDeckPd,0 days 00:00:00.024164
ScoringDeckPd,0 days 00:00:00.024819
ScoringDeckPd,0 days 00:00:00.027164
ScoringDeckPd,0 days 00:00:00.016318
ScoringDeckPd,0 days 00:00:00.016498
ScoringDeckPd,0 days 00:00:00.022530
ScoringDeckPd,0 days 00:00:00.020925
ScoringDeckPd,0 days 00:00:00.020537
ScoringDeckPd,0 days 00:00:00.029380
ScoringDeckPd,0 days 00:00:00.020000
ScoringDeckPd,0 days 00:00:00.020333
ScoringDeckPd,0 days 00:00:00.030136
ScoringDeckPd,0 days 00:00:00.014935
ScoringDeckPd,0 days 00:00:00.028425
ScoringDeckPd,0 days 00:00:00.015200
ScoringDeckPd,0 days 00:00:00.024909
ScoringDeckPd,0 days 00:00:00.040659
ScoringDeckPd,0 days 00:00:00.034890
ScoringDeckPd,0 days 00:00:00.019899
ScoringDeckPd,0 days 00:00:00.024456
ScoringDeckPd,0 days 00:00:00.026331
ScoringDeckPd,0 days 00:00:00.023211
ScoringDeckPd,0 days 00:00:00.024708
ScoringDeckPd,0 days 00:00:00.017781
ScoringDeckPd,0 days 00:00:00.018389
ScoringDeckPd,0 days 00:00:00.018021
ScoringDeckPd,0 days 00:00:00.022547
ScoringDeckPd,0 days 00:00:00.023430
ScoringDeckPd,0 days 00:00:00.027262
ScoringDeckPd,0 days 00:00:00.029547
ScoringDeckPd,0 days 00:00:00.030347
ScoringDeckPd,0 days 00:00:00.032814
ScoringDeckPd,0 days 00:00:00.029870
ScoringDeckPd,0 days 00:00:00.028519
ScoringDeckPd,0 days 00:00:00.024182
ScoringDeckPd,0 days 00:00:00.033383
ScoringDeckPd,0 days 00:00:00.030659
ScoringDeckPd,0 days 00:00:00.017907
ScoringDeckPd,0 days 00:00:00.033483
ScoringDeckPd,0 days 00:00:00.027020
ScoringDeckPd,0 days 00:00:00.020133
ScoringDeckPd,0 days 00:00:00.016242
ScoringDeckPd,0 days 00:00:00.016010
ScoringDeckPd,0 days 00:00:00.031850
ScoringDeckPd,0 days 00:00:00.031960
ScoringDeckPd,0 days 00:00:00.031406
ScoringDeckPd,0 days 00:00:00.017901
ScoringDeckPd,0 days 00:00:00.035269
ScoringDeckPd,0 days 00:00:00.021087
ScoringDeckPd,0 days 00:00:00.031642
ScoringDeckPd,0 days 00:00:00.014323
ScoringDeckPd,0 days 00:00:00.014329
ScoringDeckPd,0 days 00:00:00.019248
ScoringDeckPd,0 days 00:00:00.021723
ScoringDeckPd,0 days 00:00:00.024149
ScoringDeckPd,0 days 00:00:00.023637
ScoringDeckPd,0 days 00:00:00.022161
ScoringDeckPd,0 days 00:00:00.005069
ScoringDeckPd,0 days 00:00:00.022942
ScoringDeckPd,0 days 00:00:00.015885
ScoringDeckPd,0 days 00:00:00.025918
ScoringDeckPd,0 days 00:00:00.016215
ScoringDeckPd,0 days 00:00:00.020618
ScoringDeckPd,0 days 00:00:00.016000
ScoringDeckPd,0 days 00:00:00.033820
ScoringDeckPd,0 days 00:00:00.013618
ScoringDeckPd,0 days 00:00:00.011767
ScoringDeckPd,0 days 00:00:00.024552
ScoringDeckPd,0 days 00:00:00.018761
ScoringDeckPd,0 days 00:00:00.033227
ScoringDeckPd,0 days 00:00:00.022178
ScoringDeckPd,0 days 00:00:00.007514
ScoringDeckPd,0 days 00:00:00.012660
ScoringDeckPd,0 days 00:00:00.028708
ScoringDeckPd,0 days 00:00:00.032025
ScoringDeckPd,0 days 00:00:00.015777
ScoringDeckPd,0 days 00:00:00.015961
ScoringDeckPd,0 days 00:00:00.017134
ScoringDeckPd,0 days 00:00:00.023822
ScoringDeckPd,0 days 00:00:00.029708
ScoringDeckPd,0 days 00:00:00.033544
ScoringDeckPd,0 days 00:00:00.020611
ScoringDeckPd,0 days 00:00:00.023738
ScoringDeckPd,0 days 00:00:00.024968
ScoringDeckPd,0 days 00:00:00.026597
